id_pedido,data_pedido,regiao,canal_venda,categoria_produto,produto,quantidade,preco_unitario,desconto,receita,custo,entregue_no_prazo,satisfacao_cliente
905,2025-03-05,Centro-Oeste,Marketplace,Eletrônicos,Tablet,3,1898.71,0.151,4838.46,3650.68,1,9.6
841,2025-04-04,Sudeste,Loja física,Vestuário,Vestido,4,259.66,0.115,918.86,534.28,1,9.2
786,2025-05-18,Nordeste,Online,Alimentos,Biscoito,3,46.94,0.099,126.91,99.36,0,7.4
1479,2025-03-03,Sudeste, loja física ,Beleza,Maquiagem,2,95.5,0.173,157.91,76.53,1,7.6
43,2025-06-16,Centro-Oeste,Online,Eletrônicos,Smartwatch,3,1408.92,0.029,4106.21,3211.92,1,8.5
1416,2025-06-03,Sudeste,Loja física,Móveis,Mesa,1,835.03,0.318,569.61,396.23,1,7.7
418,2025-04-16,Norte,Representante,Móveis,Cadeira,1,898.48,0.145,767.95,548.84,0,6.8
78,2025-02-09,Sul,Loja física,Móveis,Mesa,4,812.54,0.049,3092.34,1999.85,1,10.0
509,2025-04-02,Nordeste,Online,Eletrônicos,Smartphone,5,1985.0,0.472,5239.42,5156.36,1,4.0
898,2025-03-24,Sudeste,Loja física,Vestuário,Tênis,1,186.67,0.091,169.69,91.86,1,8.6
47,2025-03-01,Sul,Representante,Alimentos,Azeite,1,43.45,0.076,40.16,28.82,1,9.1
1110,2025-05-21,Sudeste,Marketplace,Móveis,Mesa,5,952.93,0.116,4211.41,3148.62,0,6.0
388,2025-05-30,Nordeste,online,Eletrônicos,Notebook,3,1669.09,0.35,3255.88,2960.48,1,6.5
90,2025-03-30,Norte,Loja física,Beleza,Shampoo,4,176.82,0.168,588.46,287.63,1,7.5
1169,2025-06-20,Sudeste,Marketplace,Vestuário,Calça,3,144.65,0.144,371.58,204.23,1,9.9
860,2025-10-05,Sudeste,Loja física,Eletrônicos,Notebook,1,1840.86,0.082,1690.46,1362.91,1,7.7
1139,2025-04-20,Sudeste,Online,Vestuário,Calça,1,159.08,0.223,123.59,70.16,1,7.5
436,2025-05-02,Sudeste, loja física ,Vestuário,Calça,5,220.2,0.038,1059.39,551.68,0,7.4
1390,2025-06-28,Centro-Oeste,Marketplace,Eletrônicos,Tablet,1,1873.3,0.15,1591.97,1251.52,1,7.0
453,2025-06-28,Sul,Marketplace,Eletrônicos,Fone Bluetooth,2,1740.35,0.85,2486.82,1918.5,1,8.2
717,2025-04-08,Sul,Online,Móveis,Cadeira,2,1334.26,-0.05,2273.58,1612.0,1,7.7
448,2025-01-22,Nordeste,Online,Móveis,Sofá,2,840.28,0.116,1486.41,1023.32,0,5.7
725,2025-05-13,Norte,Representante,Móveis,Cadeira,5,853.18,0.028,4147.59,3058.19,1,6.3
978,2025-03-25,Nordeste,Marketplace,Alimentos,Biscoito,2,60.46,0.253,90.27,63.27,1,8.1
894,2025-04-21,Nordeste,Representante,Vestuário,Calça,3,132.56,0.369,251.07,133.16,1,
432,2025-05-17,Nordeste,Online,Eletrônicos,Smartwatch,3,1502.02,0.333,3005.11,2862.23,1,8.9
310,2025-01-28,Norte,Loja física,Eletrônicos,Tablet,2,1975.57,0.12,3475.38,2815.78,0,9.2
530,2025-06-01,Centro-Oeste,Marketplace,Móveis,Estante,1,931.81,0.156,786.52,494.54,1,10.0
876,2025-01-28,Centro-Oeste,Marketplace,Móveis,Sofá,1,537.35,0.049,511.15,372.78,1,10.0
281,2025-06-12,Sudeste,Marketplace,Móveis,Armário,1,709.43,0.101,637.54,453.6,1,7.4
539,2025-04-23,Centro-Oeste,Online,Alimentos,Suco,2,55.94,0.303,78.0,55.35,1,9.8
38,2025-05-11,Sudeste,Representante,Vestuário,Vestido,1,162.64,0.141,139.69,77.8,1,6.7
1472,2025-01-18,Nordeste,Online,Vestuário,Tênis,1,139.84,0.059,131.54,69.58,1,7.6
1044,2025-04-14,Sul,Loja física,Eletrônicos,Notebook,3,2395.08,0.149,6113.27,4409.78,1,9.6
1098,2025-05-28,Nordeste,Marketplace,Móveis,Cadeira,1,820.47,0.129,714.94,500.42,0,6.6
862,2025-03-06,Norte,Online,Vestuário,Tênis,2,160.29,0.169,266.28,146.24,1,8.5
1436,2025-02-28,Nordeste,online,Móveis,Sofá,2,795.77,0.253,1188.29,798.35,1,6.4
683,2025-11-04,Centro-Oeste,Loja física,Vestuário,Vestido,3,167.51,0.318,342.48,196.35,1,9.4
1183,2025-04-24,Norte,Online,Eletrônicos,Smartwatch,1,1559.84,0.043,1493.08,1176.37,1,8.9
729,2025-02-22,Sul,Online,Eletrônicos,Tablet,1,2780.7,0.041,2667.97,2068.39,1,7.1
419,2025-06-07,Sudeste,Loja física,Eletrônicos,Smartphone,1,1928.58,0.209,1526.16,1177.36,0,4.3
465,2025-04-11,Nordeste,Representante,Alimentos,Biscoito,1,57.89,0.217,45.35,33.0,1,8.6
1316,2025-05-08,Sudeste,Loja física,Beleza,Hidratante,1,129.98,0.156,109.67,53.88,0,5.1
471,2025-06-29,Norte,Online,Vestuário,Vestido,2,139.52,0.17,231.59,122.72,1,7.8
1330,2025-04-16,Sul,Loja física,Alimentos,,2,46.31,0.113,82.15,66.44,0,7.2
44,2025-01-18,Nordeste,Marketplace,Beleza,Hidratante,3,141.32,0.047,404.17,205.17,1,7.9
881,2025-02-13,Nordeste,Online,Vestuário,Vestido,1,192.59,0.092,174.8,95.24,1,8.4
490,2025-02-02,Sul,Online,Eletrônicos,Notebook,1,2926.52,0.85,2319.0,1674.77,1,7.7
1067,2025-10-01,Norte,Online,Eletrônicos,Notebook,1,1795.64,0.13,1562.67,1222.94,1,8.4
610,2025-02-14,Centro-Oeste,Online,Beleza,Shampoo,1,90.97,0.195,73.25,37.26,1,8.7
807,2025-05-12,Sudeste,Loja física,Vestuário,Vestido,1,137.16,0.212,108.07,56.82,1,9.3
1254,2025-02-01,Norte,Online,Móveis,Mesa,2,838.81,0.285,1198.72,835.22,1,7.9
628,2025-02-03,Sul,Online,Beleza,Shampoo,2,149.5,0.242,226.57,117.26,1,8.1
360,2025-06-19,Nordeste,Loja física,Móveis,Estante,2,923.09,0.231,1419.41,1015.35,1,8.4
280,2025-02-23,Sudeste,Loja Fisica,Eletrônicos,Smartphone,2,1050.71,0.104,1883.88,1447.0,1,7.5
1244,2025-03-08,Sudeste,Loja física,Vestuário,Jaqueta,3,124.29,0.104,334.22,186.03,1,7.1
214,2025-05-19,Sul,On line,Eletrônicos,Smartphone,3,1911.78,0.122,5037.14,3938.29,1,6.9
1329,2025-04-27,Norte,Online,Vestuário,Tênis,2,220.9,0.197,354.86,194.16,1,9.7
1063,2025-06-04,Sul,Representante,Eletrônicos,Fone Bluetooth,4,1022.24,0.119,3603.02,2667.03,1,9.0
977,2025-05-10,Centro-Oeste,Online,Eletrônicos,Fone Bluetooth,1,1413.5,0.135,1223.11,949.83,0,7.0
136,2025-02-21,Norte,Marketplace,Beleza,Shampoo,1,124.12,0.083,113.83,55.06,1,9.7
967,2025-05-14,Sudeste,Marketplace,Eletrônicos,Smartwatch,2,1394.1,0.045,2661.9,2155.84,1,7.7
1024,2025-03-30,Sudeste,Marketplace,Móveis,Sofá,1,663.53,0.115,587.12,393.09,1,6.8
408,2025-04-04,Sudeste,Online,Móveis,Mesa,2,903.63,0.106,1614.83,1133.0,1,6.7
556,2025-05-27,Norte,Online,Móveis,Sofá,2,958.77,0.166,1598.72,1095.39,1,8.6
390,2025-02-27,Sudeste,loja fisica,Alimentos,Suco,5,66.4,0.232,254.95,191.06,1,8.0
1451,2025-06-20,Sudeste,loja fisica,Alimentos,,2,73.7,0.116,130.26,92.08,1,8.5
449,2025-04-03,Nordeste,Loja física,Vestuário,Vestido,1,137.41,0.068,128.12,77.18,1,5.9
821,2025-06-19,Sudeste,ON-LINE,Vestuário,Tênis,1,232.78,0.132,202.13,114.27,1,7.3
275,2025-04-03,Sudeste,Online,Vestuário,Calça,2,191.14,0.245,288.8,159.29,1,8.6
442,2025-02-17,Norte,Marketplace,Eletrônicos,Notebook,5,1906.85,0.073,8841.25,6636.01,1,10.0
1458,2025-04-03,Norte,Loja Fisica,Beleza,Protetor solar,4,106.36,0.05,404.21,195.57,1,8.7
974,2025-05-10,Sudeste,Marketplace,Eletrônicos,Smartwatch,4,1636.96,0.049,6226.96,4712.61,1,8.5
1228,2025-01-10,Centro-Oeste,Online,Vestuário,Camisa,2,152.62,0.121,268.21,130.23,1,6.4
637,2025-02-25,Sudeste,Online,Eletrônicos,Tablet,1,1435.94,0.069,1337.3,1035.1,1,10.0
444,2025-04-27,Sudeste, loja física ,Eletrônicos,Tablet,1,1941.94,0.209,1535.88,1221.87,1,8.3
464,2025-02-02,Sudeste,Online,Eletrônicos,Notebook,4,2716.57,0.12,10474.67,7867.44,1,7.9
337,2025-01-18,Norte,Loja física,Eletrônicos,Smartwatch,4,1567.31,0.106,5603.67,4277.07,1,10.0
15,2025-06-01,Centro-Oeste,Loja física,Eletrônicos,Smartphone,2,2040.26,0.108,3640.98,2823.84,0,7.7
1233,2025-02-24,Sudeste,loja fisica,Vestuário,Vestido,1,312.09,0.084,295.92,151.95,1,7.8
314,2025-05-27,Nordeste,Marketplace,Alimentos,Café,2,29.39,0.111,52.26,41.8,1,8.0
1400,2025-02-26,Centro-Oeste,Marketplace,Alimentos,Azeite,2,53.43,0.053,101.22,73.01,1,9.7
477,2025-01-04,Sudeste,Marketplace,Móveis,Estante,2,1069.69,0.032,2071.82,1513.31,1,8.5
142,2025-01-29,Sudeste,Online,Vestuário,Vestido,1,155.26,0.081,142.64,76.15,1,
851,2025-04-23,Centro-Oeste,Loja física,Vestuário,Calça,1,214.55,0.072,199.17,106.96,1,7.6
1079,2025-01-15,Norte,online,Móveis,Estante,2,791.68,0.041,1517.89,977.19,1,6.1
1236,2025-05-15,Sudeste,Online,Vestuário,Tênis,4,250.64,0.088,914.28,493.82,1,6.7
538,2025-01-12,Nordeste,Loja física,Eletrônicos,Smartwatch,1,2516.55,0.105,2252.04,1663.43,1,9.0
1271,2025-05-27,Sudeste,Online,Alimentos,Suco,1,44.68,0.122,39.21,27.53,1,5.6
1464,2025-04-18,Sul,Marketplace,Vestuário,Calça,1,194.62,0.126,170.08,91.92,1,8.7
293,2025-05-25,Sudeste,Marketplace,Eletrônicos,Smartphone,1,1691.07,0.217,1323.78,1040.4,1,7.8
1203,2025-01-29,Nordeste,Online,Móveis,Armário,1,782.27,0.139,673.38,472.86,1,6.9
1308,2025-03-06,Sudeste,Loja física,Eletrônicos,Smartphone,2,1292.89,0.85,2439.92,1937.1,1,9.1
189,2025-04-23,Nordeste,Loja física,Vestuário,Jaqueta,2,149.99,0.094,271.74,153.78,0,7.3
237,2025-06-27,Sudeste, Online ,Vestuário,Jaqueta,2,160.05,0.138,276.08,147.29,1,7.7
193,2025-04-23,Sul,Loja física,Móveis,Estante,1,1092.3,0.1,982.7,687.17,0,6.7
831,2025-02-03,Sudeste,Online,Vestuário,Tênis,4,239.94,0.231,737.88,376.45,1,5.7
795,2025-05-06,Norte,Loja física,Vestuário,Camisa,2,172.89,0.029,335.71,180.65,1,8.6
1026,2025-03-30,Sul,Loja física,Beleza,Hidratante,1,121.85,0.424,70.18,35.75,0,6.0
299,2025-01-22,Centro-Oeste,Marketplace,Beleza,Maquiagem,2,107.98,0.26,159.86,83.69,1,8.7
849,2025-01-01,Nordeste,Loja física,Eletrônicos,Tablet,1,1839.91,0.221,1433.15,1147.95,1,9.2
406,2025-04-19,Centro-Oeste,Loja física,Vestuário,Camisa,1,152.12,0.235,116.36,64.56,1,8.5
9,2025-05-02,Sul,Online,Vestuário,Calça,4,113.14,0.403,270.22,140.55,1,8.1
1189,2025-05-28,Nordeste,Online,Alimentos,Suco,1,40.5,0.166,33.77,25.26,0,6.7
160,2025-03-16,Sudeste,Loja física,Alimentos,Chocolate,1,44.05,0.021,43.11,33.05,1,10.0
1495,2025-03-09,Nordeste,Loja física,Móveis,Armário,6,1118.23,0.054,6348.77,4569.77,1,9.8
886,2025-03-09,Sudeste,Online,Eletrônicos,Fone Bluetooth,1,1363.75,0.272,992.56,746.72,1,6.8
1137,2025-05-29,Sul,Online,Vestuário,Vestido,4,153.25,0.04,588.45,312.67,1,
1035,2025-05-05,Sudeste,Online,Beleza,Shampoo,1,139.8,0.081,128.45,60.06,1,
251,2025-05-20,Sudeste,Online,Vestuário,Tênis,1,150.59,0.056,142.09,74.77,1,8.6
1230,2025-06-11,Nordeste, loja física ,Alimentos,Azeite,1,39.66,0.481,20.59,16.08,1,6.0
739,2025-01-04,Norte,Online,Eletrônicos,Tablet,3,1305.5,0.85,3393.53,2668.62,0,6.3
704,2025-04-28,Nordeste,Loja física,Eletrônicos,Smartwatch,3,1845.04,0.06,6542.71,4228.26,1,8.3
468,2025-10-03,Nordeste,Representante,Vestuário,Calça,1,169.43,0.143,145.21,76.78,0,8.1
578,2025-02-11,Nordeste,Marketplace,Eletrônicos,Smartphone,5,1278.46,0.109,5692.97,4259.75,1,7.9
493,2025-06-20,Sudeste,Online,Beleza,Maquiagem,2,114.52,0.089,208.69,102.95,0,6.8
1339,2025-02-22,Sul,ON-LINE,Eletrônicos,Fone Bluetooth,6,2115.73,0.02,12445.28,9882.3,1,7.1
716,2025-06-10,Norte,Loja física,Alimentos,Suco,4,50.92,0.301,142.31,109.92,0,
1119,2025-04-30,Nordeste,Online,Beleza,Hidratante,2,91.49,0.182,149.75,78.57,1,6.9
162,2025-04-02,Centro-Oeste,Online,Beleza,Hidratante,2,135.46,0.335,218.4,87.8,1,9.0
877,2025-02-08,Norte,Online,Eletrônicos,Tablet,1,2586.51,0.211,2040.87,1543.37,1,8.2
294,2025-05-08,Sudeste,Loja física,Eletrônicos,Notebook,3,1641.6,0.043,4713.51,3811.2,0,7.5
1291,2025-03-27,Sul,Marketplace,Vestuário,Tênis,3,235.38,0.079,650.57,376.65,0,7.1
1116,2025-04-10,Sudeste,Online,Eletrônicos,Smartwatch,2,2576.02,0.229,3971.73,3139.31,1,8.3
1173,2025-01-25,Nordeste,Marketplace,Móveis,Cadeira,1,847.08,0.227,655.2,462.8,1,8.4
856,2025-02-25,Nordeste,Loja física,Alimentos,Azeite,6,30.72,0.069,171.56,123.6,0,7.4
1251,2025-04-06,Sul,Marketplace,Móveis,Mesa,1,691.28,0.066,645.96,470.2,0,6.5
796,2025-12-02,Sul, Online ,Eletrônicos,Notebook,2,2148.29,0.007,4267.47,3418.76,1,6.9
1145,2025-04-25,Nordeste,Loja física,Eletrônicos,Smartwatch,3,2056.29,0.206,4899.85,3947.56,1,7.2
846,2025-03-22,Nordeste,Representante,Vestuário,Vestido,1,181.65,0.114,160.96,94.69,0,7.3
268,2025-06-13,Sul,Loja física,Móveis,Sofá,2,881.07,0.227,1362.17,919.24,1,9.0
1156,2025-06-18,Sudeste,Loja física,Alimentos,Suco,1,66.21,0.019,64.94,49.61,1,6.8
163,2025-05-09,Sudeste,Online,Alimentos,Biscoito,1,40.66,0.059,38.28,28.0,1,9.3
501,2025-02-12,Nordeste,Loja física,Alimentos,Suco,1,48.5,0.192,39.16,29.67,1,7.6
787,2025-05-25,Norte,ON-LINE,Beleza,Protetor solar,3,110.64,0.147,283.15,133.27,1,8.8
504,2025-05-21,Nordeste,ON-LINE,Alimentos,Azeite,1,68.99,0.2,55.19,38.78,1,
1210,2025-01-18,Nordeste,Marketplace,Eletrônicos,Smartphone,1,2255.61,0.039,2167.75,1663.86,1,
1455,2025-01-15,Nordeste,Loja física,Móveis,Sofá,1,1311.11,0.086,1198.3,832.77,0,5.9
1200,2025-03-03,Nordeste,Online,Eletrônicos,Smartphone,1,1663.13,0.453,909.67,796.5,0,4.0
272,2025-04-22,Sudeste,Representante,Eletrônicos,Notebook,2,2012.54,0.062,3774.09,3176.54,1,7.8
843,2025-03-04,Nordeste,Loja física,Beleza,Shampoo,2,87.76,0.037,169.07,86.21,1,7.3
252,2025-02-06,Sul,Marketplace,Móveis,Cadeira,2,617.54,0.124,1082.29,767.42,1,7.2
301,2025-02-07,Centro-Oeste,Marketplace,Beleza,Shampoo,3,158.7,0.134,412.4,198.95,1,
680,2025-03-01,Nordeste,Online,Alimentos,Café,1,41.1,0.017,40.41,29.34,1,8.7
1409,2025-03-22,Sul,Loja física,Beleza,,3,99.51,0.85,284.23,145.89,1,8.7
315,2025-01-04,Nordeste,Loja física,Alimentos,Chocolate,2,26.79,0.85,50.13,39.17,1,7.5
1317,2025-03-26,Nordeste,Loja física,Eletrônicos,Notebook,2,1579.48,0.123,2770.85,2012.92,1,7.8
152,2025-03-03,Sudeste,Marketplace,Eletrônicos,Tablet,1,1516.66,0.11,1349.67,988.69,1,8.0
229,2025-06-10,Nordeste,On line,Vestuário,,1,256.22,0.171,212.5,117.07,1,6.9
271,2025-03-25,Sudeste,Online,Vestuário,Calça,2,225.88,0.037,434.96,237.62,1,9.4
396,2025-01-15,Nordeste,Online,Eletrônicos,Fone Bluetooth,1,2223.62,0.41,1310.84,1271.84,1,7.6
1261,2025-06-25,Sudeste,Loja física,Móveis,Sofá,1,787.87,0.85,572.94,380.93,1,7.6
417,2025-05-04,Centro-Oeste,Marketplace,Alimentos,Biscoito,2,40.72,0.058,76.74,59.7,1,10.0
572,2025-02-22,Sudeste,Marketplace,Vestuário,Camisa,1,201.74,0.05,191.67,111.77,1,6.9
1010,2025-01-11,Centro-Oeste,Loja física,Eletrônicos,Smartphone,1,805.55,0.19,652.12,525.1,1,
941,2025-01-26,Sudeste,Loja física,Vestuário,Jaqueta,1,126.68,0.145,108.26,61.6,1,9.4
917,2025-03-03,Nordeste,Online,Móveis,Estante,1,1279.49,0.312,879.66,669.11,0,7.6
516,2025-06-11,Norte,Representante,Vestuário,Calça,3,177.27,0.186,433.09,247.96,1,7.8
207,2025-03-05,Nordeste, loja física ,Vestuário,Jaqueta,2,243.98,0.161,409.35,227.22,1,7.2
868,2025-04-21,Sul, Online ,Alimentos,Biscoito,2,38.72,0.029,75.21,54.13,1,4.8
744,2025-04-05,Sul,Loja física,Beleza,Protetor solar,1,114.31,0.036,110.19,52.75,1,8.6
116,2025-04-09,Sudeste,Representante,Alimentos,Biscoito,3,53.68,0.162,134.97,106.82,1,7.6
555,2025-05-20,Sul,Marketplace,Eletrônicos,Smartphone,2,1774.97,0.208,2812.01,2026.74,1,5.2
371,2025-06-22,Nordeste,Marketplace,Vestuário,Vestido,1,148.73,0.035,101.37,78.08,1,7.8
1361,2025-02-08,Norte,Representante,Eletrônicos,Notebook,2,2474.91,0.114,4387.6,3342.73,1,8.4
1033,2025-02-01,Sul,Online,Móveis,Mesa,1,599.87,0.132,520.76,352.29,1,9.1
424,2025-01-19,Sudeste,Loja física,Beleza,Hidratante,2,93.93,0.081,172.68,88.27,0,6.0
34,2025-02-20,Sul,Marketplace,Vestuário,Calça,5,242.7,0.067,1132.04,628.46,1,6.7
895,2025-01-08,Sudeste, loja física ,Alimentos,Chocolate,2,73.85,0.068,137.59,104.99,1,8.5
367,2025-03-01,Sudeste,Representante,Alimentos,Azeite,5,36.96,0.063,173.11,134.26,0,6.9
770,2025-04-08,Nordeste, Online ,Beleza,Shampoo,1,132.66,0.218,103.76,47.84,1,10.0
1499,2025-06-25,Sul,Marketplace,Beleza,Protetor solar,1,146.57,0.144,125.46,59.55,1,7.5
983,2025-01-17,Centro-Oeste,Marketplace,Alimentos,Suco,2,48.99,0.215,76.88,57.75,0,5.3
134,2025-03-04,Centro-Oeste,Loja física,Vestuário,Jaqueta,3,165.37,0.175,409.32,214.84,0,6.4
1322,2025-03-02,Nordeste,Online,Eletrônicos,Fone Bluetooth,2,2271.65,0.448,2508.09,2317.52,1,
1255,2025-04-30,Sudeste,Loja física,Eletrônicos,Fone Bluetooth,2,2113.22,0.167,3519.7,2853.11,1,7.4
1332,2025-01-27,Sul,Loja física,Móveis,Cadeira,2,826.32,0.156,1395.18,989.9,1,7.1
825,2025-03-11,Sudeste,Marketplace,Alimentos,Chocolate,3,50.93,0.208,120.95,91.94,1,
331,2025-09-04,Sudeste,Marketplace,Alimentos,Suco,1,40.05,0.062,37.55,29.14,1,6.5
1456,2025-04-30,Sul,Loja física,Eletrônicos,Smartphone,1,2188.59,0.125,1915.95,1595.99,0,8.2
146,2025-03-12,Sul,Marketplace,Vestuário,Camisa,4,165.96,0.257,493.37,274.13,1,8.1
557,2025-03-17,Nordeste,Online,Eletrônicos,Smartphone,5,1544.79,0.358,4959.56,4562.1,0,5.1
521,2025-04-24,Sul,Loja física,Móveis,Armário,2,688.54,0.138,1186.85,793.68,1,7.9
1093,2025-02-05,Sudeste,Marketplace,Beleza,Hidratante,2,112.52,0.364,143.15,71.69,1,
1036,2025-06-15,Sudeste,Online,Vestuário,Tênis,1,187.05,0.419,108.65,59.23,1,8.6
903,2025-06-29,Nordeste,Online,Móveis,Sofá,1,1027.94,0.14,883.83,620.39,0,5.0
677,2025-06-13,Nordeste,Online,Alimentos,Chocolate,1,38.69,0.071,35.95,27.73,1,7.8
1285,2025-02-06,Sul,Loja física,Alimentos,Suco,1,59.34,0.203,47.27,36.42,1,7.2
614,2025-06-08,Sul,Marketplace,Eletrônicos,Smartphone,2,1825.57,0.13,2965.43,2538.85,1,8.4
1227,2025-01-02,Nordeste,Loja física,Eletrônicos,Fone Bluetooth,3,2065.03,0.093,5621.95,4586.02,1,8.5
112,2025-02-17,Sudeste,Representante,Vestuário,Calça,4,173.05,0.192,559.53,299.03,0,6.3
1379,2025-05-09,Nordeste,Loja física,Alimentos,Biscoito,3,31.59,0.164,79.23,63.03,0,8.0
369,2025-02-26,Nordeste,Loja física,Vestuário,Vestido,2,274.87,0.274,399.29,224.48,1,6.1
552,2025-01-19,Nordeste,Online,Eletrônicos,Smartphone,1,1948.98,0.315,1334.33,1224.83,1,5.2
1491,2025-06-22,Nordeste,Loja física,Beleza,Perfume,2,139.79,0.223,217.28,106.7,1,9.0
217,2025-05-04,Sul,On line,Vestuário,Tênis,1,189.7,0.02,185.93,103.53,1,6.4
1113,2025-04-14,Sudeste,Online,Eletrônicos,Tablet,2,1723.22,0.08,3170.26,2503.9,1,8.3
623,2025-06-22,Nordeste,Loja física,Móveis,Armário,1,593.99,0.103,532.81,393.08,1,8.3
1219,2025-03-04,Sudeste,Online,Eletrônicos,Notebook,1,1499.87,0.079,1381.2,1140.47,1,9.8
1049,2025-05-14,Sudeste,Online,Eletrônicos,Smartwatch,1,1305.27,0.084,1195.16,926.22,0,8.1
1174,2025-06-29,Sudeste,Marketplace,Beleza,Hidratante,2,159.94,0.031,309.83,161.54,1,7.6
473,2025-05-27,Centro-Oeste,Online,Beleza,Hidratante,2,97.62,0.138,168.36,85.1,1,9.1
181,2025-06-29,Sudeste,Marketplace,Vestuário,Camisa,1,121.46,0.207,96.33,51.28,1,9.6
533,2025-02-05,Norte,Representante,Vestuário,Calça,6,182.37,0.053,1035.85,561.87,1,7.6
759,2025-02-16,Sudeste,Loja física,Eletrônicos,Smartwatch,2,1936.26,0.198,3107.24,2464.74,1,
772,2025-01-30,Sudeste,Online,Alimentos,Azeite,4,40.55,0.128,141.38,96.29,1,6.8
1042,2025-05-25,Sudeste,Marketplace,Móveis,Sofá,1,1042.79,0.032,1009.82,725.65,1,8.7
1150,2025-02-22,Sudeste,Online,Beleza,Maquiagem,2,96.11,0.067,179.41,84.74,1,9.4
914,2025-04-01,Sudeste,Loja física,Alimentos,Azeite,3,51.5,0.224,119.86,89.09,1,8.1
1016,2025-06-14,Centro-Oeste,Marketplace,Móveis,Armário,4,1360.47,0.128,4747.38,3163.84,1,8.9
422,2025-04-30,Sudeste,Online,Móveis,Cadeira,1,1044.59,0.032,1011.45,680.52,1,7.6
1034,2025-06-28,Nordeste,Online,Beleza,Perfume,5,94.52,0.091,429.36,215.63,0,7.0
109,2025-01-12,Sudeste,Representante,Alimentos,Chocolate,1,53.92,0.197,43.28,34.04,1,5.4
1092,2025-06-13,Norte,Representante,Eletrônicos,Notebook,2,1496.9,0.014,2950.48,2187.03,1,10.0
790,2025-03-25,Nordeste,Marketplace,Vestuário,Vestido,2,109.02,0.076,201.51,110.14,1,7.5
88,2025-02-14,Nordeste,Marketplace,Móveis,Armário,1,659.73,0.03,639.63,438.18,1,7.8
981,2025-04-11,Norte,Loja física,Beleza,Perfume,1,93.27,0.196,75.02,36.8,1,7.0
1020,2025-03-19,Centro-Oeste,Marketplace,Vestuário,Jaqueta,4,176.57,0.085,646.45,347.62,1,
324,2025-04-09,Sul,Representante,Beleza,Shampoo,2,161.48,0.107,354.01,139.42,1,8.8
681,2025-06-27,Norte,Representante,Vestuário,Calça,2,148.2,0.073,274.88,155.23,1,9.1
685,2025-06-04,Sudeste,Online,Alimentos,Chocolate,1,33.43,0.227,25.85,19.96,1,9.2
111,2025-02-02,Nordeste,Marketplace,Alimentos,,1,59.64,0.402,35.68,28.43,0,7.4
377,2025-04-25,Sul,Loja física,Móveis,Armário,1,1141.02,0.131,992.07,658.15,1,6.9
227,2025-04-06,Sudeste, loja física ,Móveis,Mesa,1,689.8,0.058,649.68,442.96,1,7.9
95,2025-05-16,Norte,Representante,Eletrônicos,Notebook,1,2050.76,0.388,1256.03,1021.12,1,10.0
1433,2025-04-25,Sudeste,Loja física,Eletrônicos,Notebook,1,1358.23,0.185,1106.58,910.5,1,6.7
479,2025-01-24,Sudeste,Online,Alimentos,Café,4,45.04,0.037,173.42,131.84,1,7.5
1194,2025-02-18,Sudeste,ON-LINE,Vestuário,Jaqueta,2,179.73,0.03,348.84,197.11,1,9.3
222,2025-06-13,Sudeste,Loja física,Vestuário,Calça,4,231.18,0.138,796.69,443.44,0,6.4
402,2025-04-18,Sul,Loja física,Vestuário,Calça,3,264.88,0.108,708.58,392.5,1,8.0
59,2025-02-04,Norte,Loja física,Eletrônicos,Notebook,2,2082.11,0.181,3408.9,2607.87,1,7.4
1087,2025-06-22,Sudeste,Loja física,Beleza,Hidratante,1,82.69,0.231,63.6,31.94,1,7.4
37,2025-03-05,Sudeste,loja fisica,Móveis,Armário,2,1082.74,0.157,1824.71,1261.39,1,8.1
845,2025-03-02,Norte,Loja física,Eletrônicos,Fone Bluetooth,2,1619.74,0.177,2666.77,2103.76,1,8.4
1127,2025-05-17,Centro-Oeste,Loja física,Beleza,Shampoo,1,119.57,0.048,113.79,59.42,0,6.2
260,2025-01-06,Sudeste,Representante,Eletrônicos,Smartwatch,5,1392.95,0.129,6065.18,4640.24,1,8.6
536,2025-05-31,Sudeste,Online,Alimentos,Azeite,1,64.16,0.197,51.5,38.33,1,7.4
775,2025-06-28,Sul, Online ,Vestuário,,1,210.87,0.263,155.34,86.67,1,8.3
435,2025-02-27,Sudeste,Loja física,Eletrônicos,Fone Bluetooth,3,1616.28,0.218,3793.78,2996.17,0,7.7
86,2025-06-06,Norte,Marketplace,Vestuário,Tênis,2,247.07,0.166,412.14,230.68,1,7.7
644,2025-06-22,Centro-Oeste,ON-LINE,Eletrônicos,Notebook,2,2142.14,0.22,3343.17,2548.81,1,8.9
1208,2025-06-17,Sudeste,Loja física,Eletrônicos,Notebook,6,2203.38,0.107,11800.45,9196.62,1,6.6
115,2025-06-02,Sudeste,Loja física,Eletrônicos,Notebook,1,1862.33,0.069,1732.94,1263.61,1,8.1
963,2025-04-10,Sudeste,Loja física,Vestuário,Camisa,1,198.97,0.218,155.64,89.04,1,8.3
75,2025-04-05,Nordeste,Loja física,Móveis,Mesa,2,764.65,0.166,1275.0,884.05,0,5.1
832,2025-06-26,Sudeste,Loja física,Vestuário,Jaqueta,1,203.62,0.14,175.17,97.86,1,9.9
1003,2025-02-09,Sudeste,ON-LINE,Móveis,Estante,2,905.08,0.028,1760.15,1160.93,1,8.3
